,1.txt,10.txt,2.txt,3.txt,4.txt,5.txt,6.txt,7.txt,8.txt,9.txt
fan,1,0,0,0,0,0,0,0,0,0
novel,1,1,0,0,1,0,0,1,0,0
rid,1,0,0,0,0,0,0,0,0,0
appear,1,1,0,0,1,1,0,0,1,0
excrete,1,0,0,0,0,0,0,0,0,0
sneezing,1,0,0,0,0,0,0,0,0,0
zou,1,0,0,0,0,0,0,0,0,0
admission,1,0,1,1,0,1,0,1,0,0
nanchang,1,0,0,0,0,0,0,0,0,0
comparison,1,0,1,0,0,1,0,0,0,5
subtle,1,0,0,0,0,0,0,0,0,0
nathan,1,0,0,0,0,0,0,0,0,0
grubaugh,1,0,0,0,0,0,0,0,0,0
reliably,1,0,0,0,0,0,0,0,0,0
third,2,0,0,0,0,0,0,0,1,0
bat,6,0,0,0,0,0,0,0,0,0
pool,1,0,0,0,0,0,0,0,0,0
culprit,1,0,0,0,0,0,0,0,0,0
horseshoe,2,0,0,0,0,0,0,0,0,0
ready,2,0,0,0,0,0,0,0,0,0
maybe,1,0,0,0,0,0,0,0,0,0
boni,1,0,0,0,0,0,0,0,0,0
rhinolophus,1,0,0,0,0,0,0,0,0,0
spp,1,0,0,0,0,0,0,0,0,0
expanding,1,0,0,0,0,0,0,0,0,0
lineage,2,0,0,0,0,0,0,0,0,0
like,2,1,0,0,0,0,0,0,0,0
ancestor,1,0,0,0,0,0,0,0,0,0
split,1,0,0,0,0,0,0,0,0,1
directly,2,0,1,1,0,0,0,0,1,1
hopped,1,0,0,0,0,0,0,0,0,0
specie,1,0,0,0,0,0,0,0,0,0
straight,1,0,0,0,0,0,0,0,0,0
surgical,2,0,0,0,0,0,0,0,0,0
effectively,1,0,0,0,0,0,0,0,0,0
enclosed,1,0,0,0,0,0,0,0,0,0
booth,1,0,0,0,0,0,0,0,0,0
device,1,0,0,0,0,0,0,0,0,0
capture,1,0,0,0,0,0,0,0,0,1
leung,1,0,0,0,0,0,0,0,0,0
coarse,1,0,0,0,0,0,0,0,0,0
finer,1,0,0,0,0,0,0,0,0,0
emitted,1,0,0,0,0,0,0,0,0,0
wearing,1,0,0,0,0,0,0,0,0,0
diameter,1,0,0,0,0,0,0,0,0,0
micrometres,1,0,0,0,0,0,0,0,0,0
llama,4,0,0,0,0,0,0,0,0,0
lama,1,0,0,0,0,0,0,0,0,0
glama,1,0,0,0,0,0,0,0,0,0
bert,1,0,0,0,0,0,0,0,0,0
schepens,1,0,0,0,0,0,0,0,0,0
xavier,1,0,0,0,0,0,0,0,0,0
saelens,1,0,0,0,0,0,0,0,0,0
vib,1,0,0,0,0,0,0,0,0,0
ghent,1,0,0,0,0,0,0,0,0,0
belgium,1,0,0,0,0,0,0,0,0,0
mclellan,1,0,0,0,0,0,0,0,0,0
austin,1,0,0,0,0,0,0,0,0,0
wrapp,1,0,0,0,0,0,0,0,0,0
neutralized,2,0,0,0,0,0,0,0,0,0
middle,1,1,0,0,0,0,0,0,0,1
mers,1,6,0,0,0,0,0,0,0,0
mopped,1,0,0,0,0,0,0,0,0,0
fusing,1,0,0,0,0,0,0,0,0,0
combating,1,0,0,0,0,0,0,0,0,0
debilitated,1,0,0,0,0,0,0,0,0,0
rally,1,0,0,0,0,0,0,0,0,0
survivor,3,0,0,0,0,0,0,0,0,7
improvement,1,1,0,6,1,1,0,0,0,1
infusion,1,0,14,1,1,6,0,0,0,0
extracted,1,0,0,0,0,0,0,0,0,0
xiaoming,1,0,0,0,0,0,0,0,0,0
engineering,1,0,0,0,0,0,1,0,0,0
sixth,1,0,0,0,0,0,0,0,0,0
duan,1,0,0,0,0,0,0,0,0,0
lei,1,0,0,0,0,0,0,0,0,0
shen,1,0,0,0,0,0,0,0,0,0
dwindled,1,0,0,0,0,0,0,0,0,0
other,1,0,0,0,0,0,0,0,0,0
try,1,0,0,0,0,0,0,0,0,0
transfusion,1,0,3,0,0,0,0,0,0,0
list,1,0,1,0,1,2,0,0,0,0
nevan,1,0,0,0,0,0,0,0,0,0
krogan,1,0,0,0,0,0,0,0,0,0
gordon,1,0,0,0,0,0,0,0,0,0
physically,1,0,0,0,0,0,0,0,0,0
interact,1,1,0,0,0,0,0,0,1,0
out,1,0,0,0,0,0,0,0,0,0
disrupt,1,0,0,0,0,0,0,0,0,0
collaborator,1,0,0,0,0,0,0,0,0,0
urge,1,0,0,0,0,0,1,0,0,0
immunological,0,4,0,0,0,0,0,0,0,1
characteristic,0,3,2,2,3,1,0,0,0,8
govern,0,1,0,0,0,0,0,0,0,0
transition,0,10,0,0,0,0,0,0,0,0
endemicity,0,10,0,0,0,0,0,0,0,0
abstract,0,1,1,1,1,1,0,0,0,0
we,0,9,9,3,4,3,1,2,4,17
currently,0,2,1,0,0,0,0,1,0,0
faced,0,1,0,0,0,0,0,0,1,0
ahead,0,1,0,0,0,0,0,0,0,0
our,0,5,4,3,4,0,1,0,0,4
epidemiological,0,2,0,0,0,0,0,0,0,1
endemic,0,25,0,0,0,0,0,0,0,0
hcovs,0,15,0,0,0,0,0,0,0,0
recapitulates,0,1,0,0,0,0,0,0,0,0
benign,0,1,0,0,0,0,0,0,0,0
primary,0,16,15,14,1,8,0,0,0,1
virulent,0,1,0,0,0,0,0,0,0,0
emergent,0,2,0,0,0,0,0,0,0,0
reinforce,0,1,0,0,0,0,0,0,0,0
behavioral,0,1,0,0,0,0,0,0,0,0
containment,0,2,0,0,0,0,0,0,0,0
rollout,0,1,0,0,0,0,0,0,0,0
evaluate,0,1,0,1,2,2,0,0,0,3
continuing,0,1,0,0,1,0,0,0,0,0
regularly,0,1,0,0,0,0,0,0,0,0
threatened,0,1,0,0,0,0,0,0,0,0
emerging,0,7,0,0,0,0,0,0,0,1
kill,0,1,0,0,0,0,0,0,0,0
substantial,0,1,0,0,0,2,1,0,0,0
born,0,1,0,0,0,0,0,0,0,0
challenge,0,1,1,0,0,0,0,1,0,0
hendra,0,1,0,0,0,0,0,0,0,0
nipah,0,1,0,0,0,0,0,0,0,0
ebola,0,1,0,0,1,0,0,0,0,0
fortunately,0,1,0,0,0,0,0,0,0,0
locally,0,1,0,0,0,0,0,0,0,0
immediately,0,1,0,0,0,0,0,0,0,0
betacoronavirus,0,1,0,0,0,0,0,0,0,0
plan,0,1,0,0,4,3,2,0,2,0
circulation,0,4,0,0,0,0,0,0,0,0
due,0,2,1,0,1,0,0,4,2,11
basic,0,1,0,0,0,0,0,0,0,0
reproductive,0,1,0,0,0,0,0,0,0,0
future,0,2,2,0,1,1,0,0,0,1
circulate,0,1,0,0,0,0,0,0,0,0
endemically,0,1,0,0,0,0,0,0,0,0
globe,0,1,0,0,0,0,0,0,0,0
burden,0,2,0,1,2,4,0,0,3,0
hcov,0,4,0,0,0,0,0,0,0,0
ratio,0,3,1,12,0,0,0,1,0,9
cfrs,0,1,0,0,0,0,0,0,0,0
ifrs,0,1,0,0,0,0,0,0,0,0
propose,0,1,0,0,0,0,0,0,1,0
explore,0,1,0,0,0,0,0,0,0,0
focus,0,1,0,1,2,1,0,0,0,0
discus,0,1,0,0,0,0,0,0,0,0
akin,0,2,0,0,0,0,0,0,0,0
emergence,0,4,0,0,3,0,0,0,0,0
immunologically,0,1,0,0,0,0,0,0,0,0
naive,0,2,0,0,0,0,0,0,0,0
parameter,0,3,0,0,0,0,0,0,0,0
explicitly,0,3,0,0,0,0,2,0,0,1
considers,0,1,0,0,0,0,0,0,0,0
efficacy,0,2,2,16,6,3,1,0,0,0
fig,0,18,6,6,5,1,0,0,0,0
building,0,1,0,0,0,0,0,0,0,0
modeling,0,1,0,0,0,1,0,0,0,0
literature,0,1,0,0,0,0,0,1,0,0
robust,0,3,0,0,0,0,0,0,0,0
sterilizing,0,5,0,0,0,0,0,0,0,0
replicating,0,1,0,0,0,0,0,0,0,0
thereby,0,1,0,0,2,0,0,0,0,0
rendering,0,1,0,0,0,0,0,0,0,0
refractory,0,1,0,0,0,0,0,0,0,0
property,0,2,0,0,0,0,0,0,0,0
respect,0,2,1,3,0,0,0,0,0,0
susceptibility,0,3,0,0,0,0,0,1,0,0
y,0,5,0,0,0,0,0,0,0,0
attenuate,0,1,0,0,0,1,0,0,0,0
pathology,0,6,0,0,0,0,0,0,0,0
iep,0,6,0,0,0,0,0,0,0,0
iei,0,5,0,0,0,0,0,0,0,0
reexposure,0,2,0,0,0,0,0,0,0,0
ie,0,4,0,0,0,0,0,1,0,1
callow,0,1,0,0,0,0,0,0,0,0
upon,0,3,0,0,0,0,0,0,0,0
derivation,0,1,0,0,0,0,0,0,0,0
section,0,5,0,1,1,4,0,0,0,0
supplementary,0,1,1,4,10,4,0,0,0,1
sm,0,5,0,0,0,0,0,0,0,0
reanalyze,0,1,0,0,0,0,0,0,0,0
dataset,0,1,0,0,0,0,0,0,0,0
seroprevalence,0,2,0,0,0,0,0,0,0,0
igm,0,4,0,0,0,0,0,0,0,0
igg,0,2,21,0,2,0,0,0,0,3
happens,0,1,0,0,0,0,0,0,0,0
mapi,0,2,0,0,0,0,0,0,0,0
absence,0,4,0,0,0,1,0,1,1,0
titer,0,2,20,0,4,0,0,0,0,0
recall,0,1,0,0,0,0,0,0,0,0
indicating,0,1,0,1,0,0,1,0,0,0
cov,0,2,0,0,0,0,0,0,0,0
measles,0,2,0,0,0,0,1,0,0,0
must,0,1,1,0,0,0,0,0,1,0
exceed,0,1,0,0,0,0,0,0,0,0
albeit,0,1,0,0,0,0,0,0,0,0
shorter,0,1,0,1,1,0,0,0,0,1
plausible,0,1,0,0,0,0,0,0,0,0
table,0,1,16,21,13,9,0,0,0,12
demographic,0,1,0,1,1,0,0,0,0,4
steady,0,1,1,0,0,0,0,0,0,0
cfr,0,2,0,0,0,0,0,0,0,0
concomitantly,0,1,0,0,0,0,0,0,0,0
ifr,0,10,0,0,0,0,0,0,0,0
panel,0,3,0,0,0,1,0,0,2,0
illustrates,0,1,0,0,0,0,0,0,0,0
dramatically,0,1,0,0,0,0,0,0,0,0
shift,0,2,0,0,0,0,0,0,0,0
develops,0,1,0,0,1,0,0,0,0,0
dynamic,0,4,0,0,0,1,0,0,0,3
anywhere,0,1,0,0,0,0,0,0,0,0
depending,0,1,0,0,0,0,0,0,0,0
bottom,0,1,0,0,0,0,0,0,0,0
slows,0,1,0,0,0,0,0,0,0,0
biologically,0,1,0,0,0,0,0,0,0,0
realistic,0,1,0,0,0,0,0,0,0,0
generation,0,2,0,0,0,0,0,0,0,0
flattens,0,1,0,0,0,0,0,0,0,0
curve,0,1,0,1,1,0,0,0,0,0
delaying,0,1,0,0,0,0,0,0,0,0
happening,0,1,0,0,0,0,0,0,0,0
affording,0,1,0,0,0,0,0,0,0,0
critical,0,3,4,6,1,0,1,0,0,0
induced,0,3,0,0,0,0,0,0,0,0
usher,0,1,0,0,0,0,0,0,0,0
regime,0,1,0,0,0,0,0,0,0,0
acknowledgment,0,1,0,0,0,0,0,0,0,1
provides,0,3,1,0,0,0,0,0,0,0
flexible,0,1,0,0,0,0,0,0,0,0
scaffolding,0,1,0,0,0,0,0,0,0,0
alternative,0,1,2,0,0,0,0,1,0,0
notably,0,1,0,0,0,0,0,1,0,1
extend,0,1,0,0,0,0,0,0,0,0
prediction,0,4,0,0,0,0,0,0,0,0
primarily,0,1,0,0,0,1,0,0,0,0
pathogenic,0,1,0,0,0,0,0,2,0,0
optimistic,0,1,0,0,0,0,0,0,0,0
bulk,0,1,0,0,0,0,0,0,0,0
program,0,1,0,0,0,0,0,0,0,3
excess,0,1,0,0,0,0,0,0,0,0
framework,0,2,0,0,0,0,2,0,0,0
functional,0,1,0,0,0,0,0,0,0,0
join,0,1,0,0,0,0,0,0,0,0
covs,0,1,0,0,0,0,0,0,0,0
throughout,0,1,0,0,0,0,0,0,2,0
adulthood,0,3,0,0,0,0,0,0,0,0
evidenced,0,1,0,0,0,0,0,0,0,0
rarity,0,1,0,0,0,0,0,0,0,0
virulence,0,1,0,0,0,0,0,0,0,0
cellular,0,1,0,0,0,0,0,0,0,0
impact,0,1,0,0,0,0,0,1,0,0
because,0,1,0,0,3,0,0,0,1,0
globally,0,1,0,1,0,0,0,0,0,0
ascertain,0,1,0,0,0,0,0,0,0,0
come,0,1,0,0,0,0,0,0,0,0
incorporates,0,1,0,0,0,0,0,0,0,0
hypothesized,0,1,0,0,2,0,0,0,0,0
additionally,0,1,0,0,0,0,0,0,0,4
consider,0,3,0,0,0,0,0,0,0,0
depend,0,3,0,0,0,0,0,0,0,0
longitudinal,0,1,0,0,0,1,0,0,0,1
follows,0,1,0,0,0,0,0,0,0,1
mumps,0,1,0,0,0,0,1,0,0,0
rubella,0,1,0,0,0,0,0,0,0,0
smallpox,0,1,0,0,0,0,0,0,0,0
threshold,0,1,0,1,0,2,0,0,0,0
confer,0,1,0,0,0,0,0,0,0,0
fact,0,1,0,1,0,0,0,1,0,0
nonetheless,0,1,0,0,0,0,0,0,0,0
light,0,1,0,0,0,0,0,0,0,0
narrower,0,1,0,0,0,0,0,0,0,0
epitope,0,1,0,0,0,0,0,0,0,0
repertoire,0,1,0,0,0,0,0,0,0,0
authorized,0,1,0,1,0,0,0,0,0,0
boosting,0,1,0,0,0,0,0,0,0,0
ongoing,0,2,0,1,7,2,0,3,0,0
maintain,0,1,0,0,0,0,0,0,0,0
insofar,0,1,0,0,0,0,0,0,0,0
collect,0,1,1,0,0,0,0,0,0,0
should,0,1,0,0,0,0,0,0,0,0
morbidity,0,1,0,0,0,0,0,0,0,1
aware,0,1,1,0,1,0,0,0,0,0
vital,0,1,0,0,0,1,0,0,0,1
presented,0,1,4,0,1,1,0,0,0,7
increasingly,0,1,0,0,0,0,0,0,0,2
addition,0,1,2,4,2,0,0,0,0,0
shielding,0,1,0,0,0,0,0,0,0,0
transient,0,2,0,0,0,0,0,0,0,0
impacted,0,1,0,0,0,0,0,0,0,0
array,0,1,0,0,0,0,0,0,0,0
capacity,0,1,0,0,0,0,1,0,0,14
qualitative,0,1,0,0,2,0,0,0,0,0
complexity,0,1,1,0,0,0,0,0,0,0
careful,0,1,0,0,0,0,0,0,0,0
consideration,0,1,0,0,0,0,0,0,0,0
reality,0,1,0,0,0,0,0,0,0,0
implication,0,1,0,0,0,0,0,1,0,2
virgin,0,1,0,0,0,0,0,0,0,0
necessity,0,1,0,0,0,0,0,0,0,0
continual,0,1,0,0,1,0,0,0,0,0
recede,0,1,0,0,0,0,0,0,0,0
sniffle,0,1,0,0,0,0,0,0,0,0
hand,0,1,0,0,0,0,0,0,0,0
ecological,0,1,0,0,0,0,0,0,0,0
evolutionary,0,1,0,0,0,0,0,0,0,0
perspective,0,1,0,0,0,0,0,0,0,1
regarding,0,1,0,1,1,7,0,0,0,2
kinetics,0,1,0,0,0,0,0,0,0,0
interplay,0,1,0,0,0,0,0,0,0,0
relevant,0,1,0,0,0,1,0,0,1,0
considering,0,1,0,1,0,0,0,0,1,1
understanding,0,1,0,1,3,0,0,0,0,0
apply,0,1,0,0,0,0,0,0,3,0
rsv,0,1,0,0,0,0,0,0,0,0
background,0,0,1,2,1,1,0,0,0,1
interrupt,0,0,1,0,0,0,0,0,0,0
elusive,0,0,2,0,0,0,0,0,0,0
convalescent,0,0,50,0,0,2,0,0,0,1
unsuccessful,0,0,1,0,0,0,0,0,0,0
defined,0,0,5,1,1,1,0,0,0,2
saturation,0,0,2,1,0,0,0,0,0,0
breathing,0,0,2,1,0,0,0,0,0,0
ambient,0,0,2,1,0,0,0,0,0,0
considerably,0,0,1,0,0,0,1,0,0,0
enrollment,0,0,7,5,1,3,0,0,0,0
virtually,0,0,1,0,0,0,0,0,0,0
underwent,0,0,2,4,4,1,0,0,0,3
randomization,0,0,7,8,13,6,0,0,0,0
confidence,0,0,4,4,3,2,0,0,0,0
ci,0,0,6,20,13,15,0,0,0,11
solicited,0,0,2,0,0,0,0,0,0,0
adverse,0,0,4,6,10,5,0,0,0,0
funded,0,0,1,2,1,1,0,0,0,0
bill,0,0,2,0,0,0,0,0,0,0
melinda,0,0,2,0,0,0,0,0,0,0
gate,0,0,2,0,0,0,0,0,0,0
fund,0,0,2,0,0,0,0,0,0,3
dirección,0,0,1,0,0,0,0,0,0,0
de,0,0,5,0,0,0,0,0,0,0
sangre,0,0,1,0,0,0,0,0,0,0
medicina,0,0,1,0,0,0,0,0,0,0
transfusional,0,0,1,0,0,0,0,0,0,0
del,0,0,1,0,0,0,0,0,0,0
ministerio,0,0,1,0,0,0,0,0,0,0
salud,0,0,2,0,0,0,0,0,0,0
plataforma,0,0,1,0,0,0,0,0,0,0
registro,0,0,1,0,0,0,0,0,0,0
informatizado,0,0,1,0,0,0,0,0,0,0
investigaciones,0,0,1,0,0,0,0,0,0,0
en,0,0,1,0,0,0,0,0,0,0
tab,0,0,1,1,2,1,0,0,0,0
etiologic,0,0,1,0,0,0,0,0,0,0
coexisting,0,0,7,3,0,1,2,0,0,0
adversely,0,0,1,0,0,0,0,0,0,0
prognosis,0,0,1,0,0,0,0,0,0,0
regardless,0,0,1,0,2,0,0,0,0,0
hypertension,0,0,2,0,0,1,0,0,0,2
obesity,0,0,2,0,0,1,0,0,0,0
chronic,0,0,3,0,0,1,0,3,0,5
renal,0,0,2,0,0,0,0,0,0,3
obstructive,0,0,1,0,0,0,0,0,0,1
pulmonary,0,0,1,0,0,0,0,1,0,33
copd,0,0,2,0,0,0,0,0,0,0
improved,0,0,1,1,1,0,0,0,0,0
consequently,0,0,4,0,1,0,0,0,0,0
appropriate,0,0,2,0,0,0,0,0,0,1
evaluated,0,0,1,6,1,3,0,0,0,3
efficacious,0,0,1,1,0,2,0,0,0,0
oversight,0,0,1,1,1,1,0,0,0,0
completed,0,0,1,3,1,1,0,0,0,3
geriatric,0,0,3,0,0,0,0,0,0,0
argentina,0,0,2,0,0,0,0,0,0,0
institutional,0,0,2,4,1,0,0,0,0,0
board,0,0,6,4,1,0,0,0,0,0
participating,0,0,3,1,1,0,0,0,0,0
institution,0,0,5,0,0,0,0,1,0,0
supervised,0,0,1,0,0,0,0,0,0,0
wrote,0,0,2,0,0,0,0,0,0,0
manuscript,0,0,3,1,4,0,0,0,0,2
listed,0,0,2,0,2,0,0,0,0,0
appendix,0,0,1,4,8,4,0,5,0,18
full,0,0,3,2,9,4,0,0,0,6
text,0,0,3,1,3,3,0,0,0,0
vouch,0,0,1,1,1,0,0,0,0,0
completeness,0,0,1,1,1,0,0,0,0,0
adherence,0,0,1,0,0,0,0,0,0,0
analyzed,0,0,1,0,2,0,0,0,0,0
draft,0,0,1,1,0,0,0,0,0,0
writing,0,0,1,1,1,0,0,0,0,1
confidentiality,0,0,1,0,1,0,0,0,0,0
agreement,0,0,1,0,1,0,0,0,0,0
sponsor,0,0,1,4,0,0,0,0,0,0
irrespective,0,0,2,0,0,0,0,0,0,0
assessed,0,0,4,6,1,1,0,0,0,1
eligibility,0,0,2,0,0,0,0,0,0,0
pharmacologic,0,0,1,0,0,1,0,0,0,0
eligible,0,0,2,2,1,0,0,0,0,2
category,0,0,1,8,0,0,0,0,0,2
unexplained,0,0,1,0,0,0,0,0,0,0
sweating,0,0,1,0,0,0,0,0,0,0
chill,0,0,1,0,0,0,0,0,0,0
dyspnea,0,0,1,0,0,0,0,0,0,0
myalgia,0,0,1,0,0,0,0,0,0,0
anorexia,0,0,1,0,0,0,0,0,0,0
sore,0,0,1,0,0,0,0,0,0,0
dysgeusia,0,0,1,0,0,0,0,0,0,0
anosmia,0,0,1,0,0,0,0,0,0,0
rhinorrhea,0,0,1,0,0,0,0,0,0,0
exclusion,0,0,2,0,1,2,0,0,0,0
consent,0,0,5,1,1,1,0,2,0,1
visit,0,0,1,1,14,4,0,0,12,5
nasopharyngeal,0,0,1,0,1,4,0,1,0,0
oropharyngeal,0,0,1,0,0,0,0,0,0,0
secretion,0,0,1,0,0,1,0,0,0,0
obtained,0,0,2,0,1,1,0,0,0,1
iamp,0,0,1,0,0,0,0,0,0,0
atila,0,0,1,0,0,0,0,0,0,0
biosystems,0,0,1,0,0,0,0,0,0,0
transported,0,0,1,0,0,0,0,0,0,0
invited,0,0,2,0,0,0,0,0,0,1
legal,0,0,1,0,0,0,0,0,0,0
guardian,0,0,1,0,0,0,0,0,0,0
cognitive,0,0,1,0,0,0,0,0,0,0
impairment,0,0,1,0,0,0,0,0,0,15
transformed,0,0,1,0,0,0,0,0,0,0
inpatient,0,0,1,0,0,0,0,0,4,1
participate,0,0,2,0,0,0,0,1,0,3
intervention,0,0,7,0,1,1,0,0,0,4
written,0,0,2,1,1,1,0,1,0,1
informed,0,0,2,1,1,1,0,1,0,1
ml,0,0,4,0,0,0,0,0,0,1
s,0,0,8,0,0,0,0,0,0,2
covidar,0,0,2,0,0,0,0,0,0,0
instituto,0,0,1,0,0,0,0,0,0,0
leloir,0,0,1,0,0,0,0,0,0,0
saline,0,0,1,0,2,0,0,0,0,0
arbitrarily,0,0,1,0,0,0,0,0,0,0
percentile,0,0,1,0,0,0,0,0,0,0
balanced,0,0,1,2,1,1,0,0,1,0
permuted,0,0,1,0,0,0,0,0,0,0
concealed,0,0,1,0,0,0,0,0,0,0
opaque,0,0,1,0,0,0,0,0,0,0
bag,0,0,2,0,0,0,0,0,0,0
tape,0,0,1,0,0,0,0,0,0,0
cover,0,0,1,0,0,0,0,0,0,0
catheter,0,0,1,0,0,0,0,0,0,0
minimum,0,0,1,0,0,0,0,0,0,0
adequate,0,0,1,0,0,1,1,0,0,0
venous,0,0,1,0,0,0,0,1,0,6
preserved,0,0,1,0,0,0,0,0,0,0
completion,0,0,1,0,1,0,0,0,0,0
assayed,0,0,2,0,0,0,0,0,0,0
immunosorbent,0,0,1,0,0,0,0,0,0,1
kit,0,0,2,0,0,0,0,0,0,0
genscript,0,0,2,0,0,0,0,0,0,0
surrogate,0,0,1,0,0,1,0,0,0,0
neutralization,0,0,1,0,1,1,0,0,0,0
discharged,0,0,1,1,0,0,0,0,0,18
warranted,0,0,2,0,0,0,0,0,0,0
resolution,0,0,1,0,0,0,0,0,0,6
maximum,0,0,1,1,0,0,0,0,0,0
predesigned,0,0,1,0,0,0,0,0,0,0
questionnaire,0,0,1,0,0,1,0,1,0,15
besides,0,0,1,0,0,0,0,1,0,0
recorded,0,0,1,0,0,0,0,0,0,0
electronic,0,0,1,0,0,0,0,0,0,2
participation,0,0,2,1,1,0,0,0,0,0
prespecified,0,0,4,0,12,0,0,0,0,0
supplementation,0,0,1,0,0,0,0,0,0,0
inspired,0,0,1,0,0,0,0,0,0,0
noninvasive,0,0,1,1,0,0,0,0,0,0
systemic,0,0,3,2,0,0,0,29,0,0
partial,0,0,1,0,0,0,0,0,0,0
pressure,0,0,1,2,0,0,0,0,0,0
mm,0,0,1,0,0,0,0,0,0,4
hg,0,0,1,0,0,0,0,0,0,0
shock,0,0,1,0,0,0,0,0,0,0
resolved,0,0,1,0,0,0,0,0,0,1
amended,0,0,1,0,0,0,0,0,0,0
fourth,0,0,1,0,0,0,0,0,0,0
termination,0,0,1,0,1,0,0,0,0,0
initiated,0,0,1,0,7,0,0,0,0,0
goal,0,0,1,0,0,0,0,0,0,0
discussion,0,0,2,1,1,1,0,0,0,0
decided,0,0,1,0,0,0,1,0,0,0
logistically,0,0,1,0,0,0,0,0,0,0
ethically,0,0,1,0,0,0,0,0,0,0
questionable,0,0,1,0,0,0,0,0,0,0
continue,0,0,1,1,0,1,0,0,0,0
implementing,0,0,1,0,0,0,0,0,0,0
minimal,0,0,1,0,1,0,0,0,0,0
clinically,0,0,2,0,0,1,0,1,0,0
significance,0,0,1,3,0,1,0,0,0,0
continuity,0,0,1,0,0,0,0,0,0,0
planned,0,0,1,0,1,0,0,0,0,0
interim,0,0,1,1,6,8,0,0,0,0
spending,0,0,1,0,0,0,0,0,0,0
function,0,0,1,0,0,0,0,0,0,20
boundary,0,0,1,0,0,0,0,0,0,0
continuous,0,0,1,1,0,0,0,0,0,2
variable,0,0,2,0,1,0,0,0,0,9
deviation,0,0,1,0,0,0,0,0,0,0
interquartile,0,0,5,0,0,0,0,0,0,0
categorical,0,0,1,0,0,0,0,0,0,2
product,0,0,1,0,0,0,0,0,0,0
compare,0,0,1,0,0,0,0,0,0,1
ineligible,0,0,3,0,0,0,0,0,0,0
evaluation,0,0,2,1,0,1,0,0,0,2
subgroup,0,0,1,4,8,8,0,0,0,2
hypoxemia,0,0,1,0,3,0,0,0,0,0
voluntarily,0,0,1,0,0,0,0,0,0,0
baseline,0,0,2,12,34,22,0,0,0,2
avert,0,0,1,0,0,0,0,0,0,0
episode,0,0,1,0,0,0,0,0,0,1
respectively,0,0,1,7,5,1,0,0,0,0
significantly,0,0,1,2,0,0,0,2,0,10
log,0,0,2,0,0,3,0,0,0,0
conversely,0,0,1,0,0,0,0,1,0,0
worsening,0,0,1,2,1,0,0,1,0,0
selection,0,0,2,2,0,1,0,0,0,0
discern,0,0,1,0,0,0,0,0,0,0
approach,0,0,1,1,2,0,3,0,2,0
define,0,0,1,0,0,0,0,0,0,0
facilitate,0,0,1,0,0,0,0,0,0,0
fundamental,0,0,1,0,0,0,1,0,0,0
involving,0,0,1,1,7,2,0,0,0,0
multicenter,0,0,1,0,1,0,0,0,0,0
outpatient,0,0,1,0,5,2,0,1,0,2
dollar,0,0,1,0,0,0,0,0,0,0
hemotherapy,0,0,1,0,0,0,0,0,0,0
station,0,0,1,0,0,0,0,0,0,0
stored,0,0,1,0,0,0,0,0,0,0
mile,0,0,1,0,0,0,0,0,0,0
security,0,0,1,0,0,0,0,0,0,0
precluded,0,0,1,0,0,0,0,0,0,0
again,0,0,1,0,0,0,0,0,0,0
exploratory,0,0,1,2,0,2,0,0,0,0
implicates,0,0,1,0,0,0,0,0,0,0
ingredient,0,0,1,0,0,0,0,0,0,0
super,0,0,1,0,0,0,0,0,0,0
arsenal,0,0,1,0,0,0,0,0,0,0
bridge,0,0,1,0,0,0,0,0,0,0
contribution,0,0,2,0,0,0,0,0,0,0
laboratorio,0,0,2,0,0,0,0,0,0,0
roemmers,0,0,1,0,0,0,0,0,0,0
bodega,0,0,1,0,0,0,0,0,0,0
vistalba,0,0,1,0,0,0,0,0,0,0
laboratorios,0,0,2,0,0,0,0,0,0,0
bago,0,0,1,0,0,0,0,0,0,0
raffo,0,0,1,0,0,0,0,0,0,0
monserrat,0,0,1,0,0,0,0,0,0,0
eclair,0,0,1,0,0,0,0,0,0,0
tuteur,0,0,1,0,0,0,0,0,0,0
sacifia,0,0,1,0,0,0,0,0,0,0
tasa,0,0,1,0,0,0,0,0,0,0
logistica,0,0,1,0,0,0,0,0,0,0
inversiones,0,0,1,0,0,0,0,0,0,0
representaciones,0,0,1,0,0,0,0,0,0,0
puerto,0,0,1,0,0,0,0,0,0,0
asís,0,0,1,0,0,0,0,0,0,0
investment,0,0,1,0,0,0,0,0,0,0
hematológica,0,0,1,0,0,0,0,0,0,0
sarmiento,0,0,1,0,0,0,0,0,0,0
alec,0,0,1,0,0,0,0,0,0,0
oxenford,0,0,1,0,0,0,0,0,0,0
kulish,0,0,1,0,0,0,0,0,0,0
renato,0,0,1,0,0,0,0,0,0,0
montefiore,0,0,1,0,0,0,0,0,0,0
irene,0,0,1,0,0,0,0,0,0,0
gorodisch,0,0,2,0,0,0,0,0,0,0
alejandro,0,0,2,0,0,0,0,0,0,0
agustín,0,0,1,0,0,0,0,0,0,0
luis,0,0,3,0,0,0,0,0,0,0
otero,0,0,1,0,0,0,0,0,0,0
disclosure,0,0,1,0,1,1,0,0,0,0
drs,0,0,2,0,0,1,0,0,0,0
pérez,0,0,1,0,0,0,0,0,0,0
sharing,0,0,1,0,1,1,0,0,0,0
statement,0,0,1,0,1,1,0,0,0,0
thank,0,0,2,0,1,1,0,0,0,2
ayrolo,0,0,1,0,0,0,0,0,0,0
paula,0,0,2,0,0,0,0,0,0,0
